name	x	y	z	impedance
Fp1	-0.034574342785761956	0.11066507781076253	0.04164412245936743	n/a
Fz	-0.003984489393578167	0.09745532603994776	0.11346633916536032	n/a
F3	-0.059487465719019264	0.08650383169015763	0.087790806363107	n/a
F7	-0.0753226089109813	0.058982885003713195	0.039563343983886716	n/a
FT9	-0.07966399417065408	0.01851411900489816	0.013859458557154493	n/a
FC5	-0.08310184114015287	0.045807184424399815	0.07690859888970339	n/a
FC1	-0.03959341804771331	0.06484346877611193	0.13154730859108316	n/a
C3	-0.07070805137402718	0.02802513901125143	0.1251553562783621	n/a
T7	-0.0881201871930831	0.003450646865879075	0.05830897235014534	n/a
TP9	-0.07585767584815027	-0.04240105146211624	0.03584263546428394	n/a
CP5	-0.08271626096781447	-0.016660673909987888	0.10300199668612359	n/a
CP1	-0.036182215523396295	-0.000133756131440817	0.15874633969556892	n/a
Pz	-7.750469139605198e-05	-0.03710943229367355	0.15921602471221394	n/a
P3	-0.05280499324672637	-0.04092821648000998	0.1379006121624307	n/a
P7	-0.07244158861077667	-0.05373444110447095	0.0817804209698867	n/a
O1	-0.025229858657236363	-0.08708192498980401	0.10328981716859852	n/a
Oz	0.002636254060504628	-0.09064373842044336	0.10422155750634837	n/a
O2	0.03368632304838172	-0.08427942363122515	0.10245199963173686	n/a
P4	0.053027674700514935	-0.03914757074030659	0.1353580884746584	n/a
P8	0.07372571665471743	-0.05051026255393561	0.08408423627456764	n/a
TP10	0.07712774783653135	-0.039151184748089415	0.039946763175638465	n/a
CP6	0.07977255414271464	-0.012637866424954652	0.10472954680386282	n/a
CP2	0.03141725650529633	0.0024372468217053918	0.15832833767944476	n/a
C4	0.06481774005247859	0.02936181328421732	0.12740286751499044	n/a
T8	0.08593616692712953	0.008119832402585523	0.0587795849751545	n/a
FT10	0.0781953513713738	0.020916032236696847	0.014092695215362576	n/a
FC6	0.07817472087026846	0.04827767550419989	0.08167588000933179	n/a
FC2	0.029870376027087305	0.06671400462230351	0.1318844746343093	n/a
F4	0.05225330793542778	0.08586974740948165	0.09137819541308405	n/a
F8	0.07261216526573365	0.06011327578158895	0.04038126808540283	n/a
Fp2	0.03229822416749526	0.10846612950147844	0.042654459141685856	n/a
leog	n/a	n/a	n/a	n/a
AF3	-0.04038461256754757	0.10821739727861839	0.06793437974634912	n/a
AFz	-0.004567544100963505	0.11494586163806726	0.08097978939016999	n/a
F1	-0.03475509923792433	0.0942491342967602	0.10704299149488397	n/a
F5	-0.0719277589823713	0.0734064831788294	0.0646041448718216	n/a
FT7	-0.08443368299778675	0.03233450695160943	0.04741001631981331	n/a
FC3	-0.06867079196321749	0.05954551753902627	0.10861477225979409	n/a
C1	-0.03974702703036513	0.035504916713736054	0.14939450408618857	n/a
C5	-0.08718028801207343	0.013822877472330039	0.090051338073278	n/a
TP7	-0.08450311380366789	-0.026786276983841503	0.07017320877758047	n/a
CP3	-0.06697799487463522	-0.006709255562157476	0.13622710831000054	n/a
P1	-0.029436274893299197	-0.036150823345373666	0.15497889547976618	n/a
P5	-0.06699172143875347	-0.04613314265314058	0.1129877423250668	n/a
PO7	-0.051295712991645204	-0.07395506190887434	0.09453550227219946	n/a
PO3	-0.03166941754372429	-0.06746147713835574	0.13018927632758762	n/a
POz	0.0035121813133108257	-0.06651575036829117	0.1388401339319771	n/a
PO4	0.03897146413596953	-0.06364493316645174	0.12769877299695737	n/a
PO8	0.058220290132068864	-0.06911245118717997	0.09223324402787875	n/a
P6	0.06627490426831065	-0.04406035098088233	0.11147175378797519	n/a
P2	0.029741576057488815	-0.034212418283467286	0.15290707673764814	n/a
CPz	-0.0032022134026294165	0.000969141100856162	0.16553260589263397	n/a
CP4	0.06271992723768514	-0.0029520720830708697	0.13726926196417655	n/a
TP8	0.08356451483645654	-0.024348706473494127	0.07164460281660226	n/a
C6	0.08303186272912569	0.01746807954602095	0.09314278744840188	n/a
C2	0.03211646314839452	0.03520475285781076	0.14980654530125484	n/a
FC4	0.061724336437732855	0.059138186930686426	0.11109099244680827	n/a
FT8	0.08100820841280876	0.03429911941073907	0.0477387466660468	n/a
F6	0.06705634756069283	0.07467058823363723	0.06884658564859969	n/a
reog	n/a	n/a	n/a	n/a
AF4	0.035690551782298574	0.10612714014401219	0.07093385806583903	n/a
F2	0.028890889190679128	0.09214224368547291	0.10776506946422133	n/a
FCz	-0.00360212231639881	0.07037633912241166	0.13816247630859765	n/a
Aux1	n/a	n/a	n/a	n/a
Cz	-0.0034790283445358524	0.03810246694143586	0.1581264303654594	n/a
