name	x	y	z	impedance
Fp1	-0.032343584257442846	0.09921085937237999	0.04077510211937021	n/a
Fz	0.002040467360737389	0.07964044425928413	0.1108676702282205	n/a
F3	-0.05325617321417088	0.06912084962863303	0.08422990095215695	n/a
F7	-0.07495504388215529	0.05151364761575229	0.0365854979550298	n/a
FT9	-0.08569657403244026	0.016109668321197618	0.007784795049441131	n/a
FC5	-0.08116085003812738	0.035460375792739425	0.07214511910183936	n/a
FC1	-0.03453471018294226	0.047516544469367615	0.12459137814152138	n/a
C3	-0.06584044677963301	0.01255726047310563	0.11725217483567806	n/a
T7	-0.09073183245577872	-0.003137883587560823	0.04955608969632051	n/a
TP9	-0.07744234321666973	-0.04561897888436469	0.02068534313147283	n/a
CP5	-0.08263228382806735	-0.027067771763968164	0.08843663181301642	n/a
CP1	-0.03190678206954663	-0.02041401468702922	0.14243366966797902	n/a
Pz	0.0023080198278504368	-0.05454521570540338	0.13068923159510715	n/a
P3	-0.049071432061135595	-0.05595974682730149	0.11435330147367105	n/a
P7	-0.07290240748677133	-0.05714770004814478	0.06175855847799582	n/a
O1	-0.02546434754454703	-0.08982903192552422	0.07306285018571307	n/a
Oz	0.00018029257416716596	-0.09398786880432486	0.07300358772258671	n/a
O2	0.029433752293227363	-0.08884980127732563	0.06870123890750122	n/a
P4	0.05351608171464891	-0.054628149156457514	0.1058704339953273	n/a
P8	0.07012984109102366	-0.0585861757500193	0.0567276558576949	n/a
TP10	0.07610199033590004	-0.04953567155990576	0.01968456642604448	n/a
CP6	0.08041846292924128	-0.027929761666939817	0.0826309937593628	n/a
CP2	0.037312080327722236	-0.01834511943340639	0.141288527405116	n/a
C4	0.07045105661767774	0.011489123518409257	0.11156014900904954	n/a
T8	0.08854349210508003	-0.003459477440341639	0.04333887070787444	n/a
FT10	0.08323277979712687	0.015823962281046336	0.0014777202852039168	n/a
FC6	0.08175899948345455	0.03525218721919198	0.06642278512028672	n/a
FC2	0.038756342450445895	0.04825709509099502	0.12198521859195263	n/a
F4	0.05574239494425023	0.06947101713714035	0.08163423010413737	n/a
F8	0.07472851836496909	0.05068322452645819	0.03141277213686632	n/a
Fp2	0.033225388290400774	0.09882255299420618	0.0391851796082871	n/a
leog	n/a	n/a	n/a	n/a
AF3	-0.03681460847692362	0.09213687338261242	0.06729130637678189	n/a
AFz	-0.0010124794029512556	0.09968969386891934	0.07943745212721125	n/a
F1	-0.030377036495819312	0.07569312849795957	0.103646133541459	n/a
F5	-0.06737910591225496	0.06048137064935657	0.06179537831028996	n/a
FT7	-0.08562463987869498	0.02485403488326314	0.042328030756274754	n/a
FC3	-0.06372960910490214	0.04305792618255306	0.1020425939895118	n/a
C1	-0.03480052531526763	0.01378446086989405	0.13845914468470136	n/a
C5	-0.08768384856669377	0.0033515765219759223	0.08088729600938124	n/a
TP7	-0.08509418545966364	-0.03206879101728966	0.053868823708809896	n/a
CP3	-0.06302097068049414	-0.023307706929881534	0.12193998843878749	n/a
P1	-0.026050058256647735	-0.052369685646162706	0.12947680540662637	n/a
P5	-0.06704658838428777	-0.055964261497025276	0.09084810939284364	n/a
PO7	-0.05192718580904609	-0.07923592085505007	0.069861570778598	n/a
PO3	-0.03163755639071997	-0.07686546084870398	0.0981114152262414	n/a
POz	0.0013441349584731464	-0.077080075675968	0.10519547527001662	n/a
PO4	0.034123642414517194	-0.07544941300106271	0.09454272325731367	n/a
PO8	0.05328433723904839	-0.07733236177501612	0.06399323514742548	n/a
P6	0.06377421486674988	-0.056525898067778746	0.08601911160857918	n/a
P2	0.033490398252798786	-0.051979856205818284	0.12515451448183892	n/a
CPz	0.0030079452265027095	-0.021042557622906858	0.1478854933120652	n/a
CP4	0.06587612381119293	-0.021715376530239753	0.11726102814579696	n/a
TP8	0.0817895839801404	-0.03296130771707822	0.04968224693511524	n/a
C6	0.08561208564065026	0.0026996675096000924	0.0774363877495784	n/a
C2	0.038610462335794404	0.01697148359326465	0.1369399579875142	n/a
FC4	0.06571657261737647	0.04308479193638683	0.09870188647173	n/a
FT8	0.08492444924827065	0.024547072627645532	0.03435422539998977	n/a
F6	0.06755032288501232	0.06163220449110636	0.058361382151339	n/a
reog	n/a	n/a	n/a	n/a
AF4	0.038754430349447505	0.09231023827779741	0.06774904313736797	n/a
F2	0.03374786247598638	0.07474538462837928	0.10344442696654692	n/a
FCz	0.0017149279842489937	0.04991920529216856	0.13216659978217457	n/a
Aux1	n/a	n/a	n/a	n/a
Cz	0.004702282222672461	0.015715836150480295	0.1454511555577589	n/a
